Confirmed,Country/Region,Deaths,Last Update,Latitude,Longitude,Province/State,Recovered
67.0,US,2.0,2020-03-17 20:13:22,37.7693,-78.17,Virginia,0.0
66.0,US,1.0,2020-03-17 23:13:10,44.572,-122.0709,Oregon,0.0
66.0,Vietnam,0.0,2020-03-17 15:53:12,14.0583,108.2772,,16.0
65.0,Colombia,0.0,2020-03-17 15:53:12,4.5709,-74.2973,,1.0
65.0,Croatia,0.0,2020-03-17 10:53:03,45.1,15.2,,4.0
65.0,Serbia,0.0,2020-03-17 11:13:18,44.0165,21.0059,,1.0
65.0,US,0.0,2020-03-17 20:53:02,43.3266,-84.5361,Michigan,0.0
64.0,US,0.0,2020-03-17 23:13:10,35.6301,-79.8064,North Carolina,0.0
62.0,South Africa,0.0,2020-03-16 14:38:45,-30.5595,22.9375,,0.0
60.0,Algeria,4.0,2020-03-17 03:13:15,28.0339,1.6596,,12.0
60.0,US,0.0,2020-03-17 16:13:14,39.0639,-76.8021,Maryland,3.0
60.0,US,0.0,2020-03-17 17:53:03,45.6945,-93.9002,Minnesota,0.0
58.0,Ecuador,2.0,2020-03-17 03:13:15,-1.8312,-78.1834,,0.0
56.0,Brunei,0.0,2020-03-17 15:53:12,4.5353,114.7277,,0.0
56.0,US,1.0,2020-03-17 23:33:02,38.3135,-117.0554,Nevada,0.0
55.0,Albania,1.0,2020-03-17 15:53:12,41.1533,20.1683,,0.0
51.0,US,0.0,2020-03-17 20:53:02,40.15,-111.8624,Utah,0.0
50.0,Hungary,1.0,2020-03-17 11:13:29,47.1625,19.5033,,2.0
49.0,Latvia,0.0,2020-03-17 11:13:29,56.8796,24.6032,,1.0
47.0,Denmark,0.0,2020-03-17 10:13:13,61.8926,-6.9118,Faroe Islands,0.0
47.0,Turkey,1.0,2020-03-17 22:13:16,38.9637,35.2433,,0.0
47.0,US,0.0,2020-03-16 16:53:06,35.4437,139.638,Diamond Princess,0.0
47.0,US,1.0,2020-03-17 23:13:10,33.8569,-80.945,South Carolina,0.0
46.0,Cyprus,0.0,2020-03-17 03:13:15,35.1264,33.4299,,0.0
44.0,Sri Lanka,0.0,2020-03-17 15:53:12,7.8731,80.7718,,1.0
41.0,Costa Rica,0.0,2020-03-17 03:13:15,9.7489,-83.7534,,0.0
39.0,Andorra,0.0,2020-03-17 20:53:02,42.5063,1.5218,,1.0
39.0,US,0.0,2020-03-17 23:13:10,32.3182,-86.9023,Alabama,0.0
38.0,Malta,0.0,2020-03-17 15:53:12,35.9375,14.3754,,2.0
38.0,Morocco,2.0,2020-03-17 15:53:12,31.7917,-7.0926,,1.0
36.0,Belarus,0.0,2020-03-16 14:38:45,53.7098,27.9534,,3.0
34.0,Georgia,0.0,2020-03-17 11:13:29,42.3154,43.3569,,1.0
34.0,Jordan,0.0,2020-03-17 11:13:29,30.5852,36.2384,,1.0
33.0,Cambodia,0.0,2020-03-17 15:53:13,12.5657,104.991,,1.0
33.0,Kazakhstan,0.0,2020-03-17 15:53:12,48.0196,66.9237,,0.0
33.0,Venezuela,0.0,2020-03-17 11:33:05,6.4238,-66.5897,,0.0
32.0,US,0.0,2020-03-17 17:53:03,44.6939,-69.3819,Maine,0.0
31.0,Australia,1.0,2020-03-17 12:53:09,-31.9505,115.8605,Western Australia,0.0
30.0,Moldova,0.0,2020-03-17 15:53:12,47.4116,28.3699,,1.0
30.0,US,2.0,2020-03-17 23:13:10,39.8494,-86.2583,Indiana,0.0
29.0,Australia,0.0,2020-03-16 14:38:46,-34.9285,138.6007,South Australia,3.0
29.0,Uruguay,0.0,2020-03-17 02:13:54,-32.5228,-55.7658,,0.0
28.0,Azerbaijan,1.0,2020-03-17 11:53:10,40.1431,47.5769,,6.0
26.0,Bosnia and Herzegovina,0.0,2020-03-17 15:53:12,43.9159,17.6791,,2.0
26.0,North Macedonia,0.0,2020-03-17 11:53:10,41.6086,21.7453,,1.0
26.0,Senegal,0.0,2020-03-17 12:33:06,14.4974,-14.4524,,2.0
26.0,US,1.0,2020-03-17 23:33:02,37.6681,-84.6701,Kentucky,1.0
26.0,US,0.0,2020-03-17 23:13:10,43.4525,-71.5639,New Hampshire,0.0
25.0,Lithuania,0.0,2020-03-17 18:53:02,55.1694,23.8813,,1.0
24.0,Oman,0.0,2020-03-17 11:53:10,21.4735,55.9754,,9.0
24.0,Tunisia,0.0,2020-03-17 11:53:10,33.8869,9.5375,,0.0
23.0,US,0.0,2020-03-16 23:53:03,42.0115,-93.2105,Iowa,0.0
23.0,US,0.0,2020-03-17 23:13:10,34.8405,-106.2485,New Mexico,0.0
23.0,US,0.0,2020-03-17 20:53:02,41.6809,-71.5118,Rhode Island,0.0
22.0,Afghanistan,0.0,2020-03-17 11:53:10,33.9391,67.71,,1.0
22.0,US,0.0,2020-03-16 17:13:23,34.9697,-92.3731,Arkansas,0.0
22.0,US,0.0,2020-03-16 23:53:03,38.8974,-77.0268,District of Columbia,0.0
21.0,Dominican Republic,1.0,2020-03-17 08:13:22,18.7357,-70.1627,,0.0
21.0,US,0.0,2020-03-17 20:53:02,37.6489,-122.6655,Grand Princess,0.0
21.0,US,0.0,2020-03-17 17:53:03,32.7416,-89.6787,Mississippi,0.0
21.0,US,0.0,2020-03-17 17:53:03,41.1254,-98.2681,Nebraska,0.0
20.0,US,0.0,2020-03-17 23:13:10,33.7298,-111.4312,Arizona,1.0
19.0,US,0.0,2020-03-17 17:53:03,35.5653,-96.9289,Oklahoma,0.0
18.0,China,0.0,2020-03-11 02:18:14,35.7452,95.9956,Qinghai,18.0
18.0,Guadeloupe,0.0,2020-03-17 10:53:03,16.265,-61.551,,0.0
18.0,US,1.0,2020-03-17 23:13:10,38.5266,-96.7265,Kansas,0.0
16.0,Martinique,1.0,2020-03-17 10:53:03,14.6415,-61.0242,,0.0
16.0,US,0.0,2020-03-17 23:33:02,39.3185,-75.5071,Delaware,0.0
15.0,Burkina Faso,0.0,2020-03-16 14:38:45,12.2383,-1.5616,,0.0
14.0,Ukraine,2.0,2020-03-17 19:33:02,48.3794,31.1656,,0.0
13.0,Maldives,0.0,2020-03-15 18:20:18,3.2028,73.2207,,0.0
12.0,China,0.0,2020-03-17 04:32:18,22.1667,113.55,Macau,10.0
12.0,Jamaica,0.0,2020-03-17 12:13:16,18.1096,-77.2975,,2.0
12.0,New Zealand,0.0,2020-03-17 11:53:10,-40.9006,174.886,,0.0
12.0,US,0.0,2020-03-16 17:13:23,44.0459,-72.7107,Vermont,0.0
11.0,Bolivia,0.0,2020-03-16 14:38:45,-16.2902,-63.5887,,0.0
11.0,French Guiana,0.0,2020-03-16 14:38:46,3.9339,-53.1258,,0.0
11.0,US,0.0,2020-03-17 23:33:02,38.4561,-92.2884,Missouri,0.0
11.0,US,1.0,2020-03-17 23:33:02,44.2998,-99.4388,South Dakota,0.0
11.0,US,0.0,2020-03-17 23:53:03,42.756,-107.3025,Wyoming,0.0
10.0,Bangladesh,0.0,2020-03-17 12:13:16,23.685,90.3563,,3.0
10.0,Cameroon,0.0,2020-03-17 15:53:13,3.848,11.5021,,0.0
10.0,US,0.0,2020-03-17 17:33:03,21.0943,-157.4983,Hawaii,0.0
10.0,Uzbekistan,0.0,2020-03-17 12:13:16,41.3775,64.5853,,0.0
9.0,France,0.0,2020-03-17 11:13:29,-21.1351,55.2471,Reunion,0.0
9.0,Paraguay,0.0,2020-03-17 12:13:16,-23.4425,-58.4438,,0.0
9.0,Reunion,0.0,2020-03-17 07:15:25,-21.1151,55.5364,,0.0
9.0,US,0.0,2020-03-17 17:33:03,46.9219,-110.4544,Montana,0.0
8.0,Canada,0.0,2020-03-17 03:13:18,37.6489,-122.6655,Grand Princess,0.0
8.0,Canada,0.0,2020-03-17 19:33:03,53.7609,-98.8139,Manitoba,0.0
8.0,Canada,0.0,2020-03-17 19:33:03,46.5653,-66.4619,New Brunswick,0.0
8.0,Honduras,0.0,2020-03-17 12:13:16,15.2,-86.2419,,0.0
8.0,US,0.0,2020-03-17 23:33:02,44.2405,-114.4788,Idaho,0.0
7.0,Australia,0.0,2020-03-16 14:38:46,-41.4545,145.9707,Tasmania,0.0
7.0,Canada,0.0,2020-03-17 19:33:03,44.682,-63.7443,Nova Scotia,0.0
7.0,Canada,0.0,2020-03-16 20:13:20,52.9399,-106.4509,Saskatchewan,0.0
7.0,France,0.0,2020-03-17 07:33:03,4.0,-53.0,French Guiana,0.0
7.0,Ghana,0.0,2020-03-17 19:33:02,7.9465,-1.0232,,0.0
7.0,Guyana,1.0,2020-03-17 10:53:03,4.8604,-58.9302,,0.0
7.0,Liechtenstein,0.0,2020-03-17 12:13:16,47.166,9.5554,,0.0
7.0,Monaco,0.0,2020-03-16 14:38:45,43.7384,7.4246,,0.0
7.0,Rwanda,0.0,2020-03-17 02:33:10,-1.9403,29.8739,,0.0
6.0,France,0.0,2020-03-17 07:33:03,16.25,-61.5833,Guadeloupe,0.0
6.0,Guatemala,1.0,2020-03-17 12:13:16,15.7835,-90.2308,,0.0
6.0,United Kingdom,0.0,2020-03-16 14:38:45,49.3723,-2.3644,Channel Islands,0.0
5.0,Cote d'Ivoire,0.0,2020-03-17 14:33:05,7.54,-5.5471,,1.0
5.0,Cuba,0.0,2020-03-17 15:53:13,21.5218,-77.7812,,0.0
5.0,Ethiopia,0.0,2020-03-16 14:38:45,9.145,40.4897,,0.0
5.0,Mongolia,0.0,2020-03-17 15:53:13,46.8625,103.8467,,0.0
5.0,Trinidad and Tobago,0.0,2020-03-17 15:53:13,10.6918,-61.2225,,0.0
5.0,US,0.0,2020-03-16 00:22:11,18.2208,-66.5901,Puerto Rico,0.0
4.0,Seychelles,0.0,2020-03-17 12:33:06,-4.6796,55.492,,0.0
3.0,Aruba,0.0,2020-03-17 12:33:07,12.5211,-69.9683,,0.0
3.0,Canada,0.0,2020-03-17 17:53:03,53.1355,-57.6604,Newfoundland and Labrador,0.0
3.0,Congo (Kinshasa),0.0,2020-03-17 12:33:06,-4.0383,21.7587,,0.0
3.0,France,0.0,2020-03-15 18:20:19,-17.6797,-149.4068,French Polynesia,0.0
3.0,France,0.0,2020-03-16 14:38:45,17.9,-62.8333,Saint Barthelemy,0.0
3.0,Guam,0.0,2020-03-16 02:13:16,13.4443,144.7937,,0.0
3.0,Kenya,0.0,2020-03-16 00:22:11,-0.0236,37.9062,,0.0
3.0,Netherlands,0.0,2020-03-17 12:33:07,12.1696,-68.99,Curacao,0.0
3.0,Nigeria,0.0,2020-03-17 12:33:06,9.082,8.6753,,0.0
3.0,US,0.0,2020-03-17 17:33:03,61.3707,-152.4044,Alaska,0.0
3.0,US,0.0,2020-03-15 18:20:19,13.4443,144.7937,Guam,0.0
3.0,US,0.0,2020-03-17 23:33:02,47.5289,-99.784,North Dakota,0.0
3.0,United Kingdom,0.0,2020-03-17 02:53:03,36.1408,-5.3536,Gibraltar,1.0
2.0,Australia,0.0,2020-03-16 14:38:46,-35.4735,149.0124,Australian Capital Territory,0.0
2.0,Barbados,0.0,2020-03-17 16:13:14,13.1939,-59.5432,,0.0
2.0,France,0.0,2020-03-14 16:33:03,18.0708,-63.0501,St Martin,0.0
2.0,Kosovo,0.0,2020-03-15 18:20:19,42.6026,20.903,,0.0
2.0,Montenegro,0.0,2020-03-17 21:33:02,42.5,19.3,,0.0
2.0,Namibia,0.0,2020-03-14 16:33:03,-22.9576,18.4904,,0.0
2.0,Saint Lucia,0.0,2020-03-17 04:32:19,13.9094,-60.9789,,0.0
2.0,US,0.0,2020-03-17 20:53:02,18.3358,-64.8963,Virgin Islands,0.0
1.0,Antigua and Barbuda,0.0,2020-03-15 18:20:19,17.0608,-61.7964,,0.0
1.0,Australia,0.0,2020-03-14 01:53:03,-12.4634,130.8456,Northern Territory,0.0
1.0,Benin,0.0,2020-03-16 14:38:46,9.3077,2.3158,,0.0
1.0,Bhutan,0.0,2020-03-13 22:22:02,27.5142,90.4336,,0.0
1.0,Canada,0.0,2020-03-15 02:13:21,46.5107,-63.4168,Prince Edward Island,0.0
1.0,Central African Republic,0.0,2020-03-16 03:33:03,6.6111,20.9394,,0.0
1.0,China,0.0,2020-03-11 02:18:14,31.6927,88.0924,Tibet,1.0
1.0,Congo (Brazzaville),0.0,2020-03-16 14:38:45,-0.228,15.8277,,0.0
1.0,Equatorial Guinea,0.0,2020-03-15 06:41:54,1.5,10.0,,0.0
1.0,Eswatini,0.0,2020-03-15 06:41:54,-26.5225,31.4659,,0.0
1.0,France,0.0,2020-03-16 14:38:45,-12.8431,45.1383,Mayotte,0.0
1.0,Gabon,0.0,2020-03-14 13:33:04,-0.8037,11.6094,,0.0
1.0,Greenland,0.0,2020-03-16 16:53:06,71.7069,-42.6043,,0.0
1.0,Guinea,0.0,2020-03-15 06:41:54,9.9456,-9.6966,,0.0
1.0,Holy See,0.0,2020-03-13 22:22:02,41.9029,12.4534,,0.0
1.0,Liberia,0.0,2020-03-17 12:13:16,6.4281,-9.4295,,0.0
1.0,Mauritania,0.0,2020-03-15 18:20:19,21.0079,-10.9408,,0.0
1.0,Mayotte,0.0,2020-03-16 14:38:45,-12.8275,45.1662,,0.0
1.0,Nepal,0.0,2020-03-13 22:22:03,28.3949,84.124,,1.0
1.0,Saint Vincent and the Grenadines,0.0,2020-03-14 16:33:03,12.9843,-61.2872,,0.0
1.0,Somalia,0.0,2020-03-16 14:38:46,5.1521,46.1996,,0.0
1.0,Sudan,1.0,2020-03-14 01:13:32,12.8628,30.2176,,0.0
1.0,Suriname,0.0,2020-03-14 16:33:03,3.9193,-56.0278,,0.0
1.0,Tanzania,0.0,2020-03-17 01:33:03,-6.369,34.8888,,0.0
1.0,The Bahamas,0.0,2020-03-16 03:33:03,24.25,-76.0,,0.0
1.0,The Gambia,0.0,2020-03-17 23:33:02,13.4667,-16.6,,0.0
1.0,Togo,0.0,2020-03-13 22:22:02,8.6195,0.8248,,0.0
1.0,US,0.0,2020-03-17 23:33:02,38.4912,-80.9545,West Virginia,0.0
1.0,United Kingdom,1.0,2020-03-16 14:53:04,19.3133,-81.2546,Cayman Islands,0.0
0.0,Australia,0.0,2020-03-14 02:33:04,35.4437,139.638,From Diamond Princess,0.0
0.0,Guernsey,0.0,2020-03-17 18:33:03,49.45,-2.58,,0.0
0.0,Jersey,0.0,2020-03-17 18:33:03,49.19,-2.11,,0.0
0.0,Puerto Rico,0.0,2020-03-17 16:13:14,18.2,-66.5,,0.0
0.0,Republic of the Congo,0.0,2020-03-17 21:33:03,-1.44,15.556,,0.0
0.0,occupied Palestinian territory,0.0,2020-03-11 20:53:02,31.9522,35.2332,,0.0
67800.0,China,3122.0,2020-03-18 12:13:09,30.9756,112.2707,Hubei,56927.0
35713.0,Italy,2978.0,2020-03-18 17:33:05,41.8719,12.5674,,4025.0
17361.0,Iran,1135.0,2020-03-18 12:33:02,32.4279,53.688,,5389.0
13910.0,Spain,623.0,2020-03-18 13:13:13,40.4637,-3.7492,,1081.0
12327.0,Germany,28.0,2020-03-18 19:33:02,51.1657,10.4515,,105.0
9043.0,France,148.0,2020-03-18 18:33:02,46.2276,2.2137,France,12.0
8413.0,"Korea, South",84.0,2020-03-18 02:53:03,35.9078,127.7669,,1540.0
3028.0,Switzerland,28.0,2020-03-18 14:53:05,46.8182,8.2275,,15.0
2626.0,United Kingdom,71.0,2020-03-18 14:53:05,55.3781,-3.436,United Kingdom,65.0
2495.0,US,16.0,2020-03-18 19:33:03,42.1657,-74.9481,New York,0.0
2051.0,Netherlands,58.0,2020-03-18 13:13:15,52.1326,5.2913,Netherlands,2.0
1646.0,Austria,4.0,2020-03-18 14:53:05,47.5162,14.5501,,9.0
1550.0,Norway,6.0,2020-03-18 15:53:09,60.472,8.4689,,1.0
1486.0,Belgium,14.0,2020-03-18 12:33:02,50.5039,4.4699,,31.0
1370.0,China,8.0,2020-03-18 08:53:03,23.3417,113.4244,Guangdong,1313.0
1279.0,Sweden,10.0,2020-03-18 17:53:02,60.1282,18.6435,,1.0
1273.0,China,22.0,2020-03-14 09:53:08,33.882,113.614,Henan,1250.0
1232.0,China,1.0,2020-03-17 02:13:21,29.1832,120.0934,Zhejiang,1216.0
1057.0,Denmark,4.0,2020-03-18 16:59:35,56.2639,9.5018,Denmark,1.0
1018.0,China,4.0,2020-03-14 08:33:03,27.6104,111.7088,Hunan,1014.0
1014.0,US,55.0,2020-03-18 14:13:56,47.4009,-121.4905,Washington,0.0
990.0,China,6.0,2020-03-11 02:18:14,31.8257,117.2264,Anhui,984.0
935.0,China,1.0,2020-03-12 02:13:04,27.614,115.7221,Jiangxi,934.0
889.0,Japan,29.0,2020-03-18 12:33:02,36.2048,138.2529,,144.0
790.0,Malaysia,2.0,2020-03-18 10:33:04,4.2105,101.9758,,60.0
761.0,China,7.0,2020-03-17 00:33:02,36.3427,118.1498,Shandong,746.0
751.0,US,13.0,2020-03-18 19:14:34,36.1162,-119.6816,California,0.0
712.0,Cruise Ship,7.0,2020-03-18 10:33:04,35.4498,139.6649,Diamond Princess,325.0
631.0,China,0.0,2020-03-15 01:53:02,32.9711,119.455,Jiangsu,631.0
576.0,China,6.0,2020-03-15 03:53:04,30.0572,107.874,Chongqing,570.0
540.0,China,3.0,2020-03-18 02:13:05,30.6171,102.7103,Sichuan,525.0
482.0,China,13.0,2020-03-18 11:53:03,47.862,127.7615,Heilongjiang,459.0
469.0,China,8.0,2020-03-18 05:33:05,40.1824,116.4142,Beijing,378.0
464.0,Czechia,0.0,2020-03-18 10:33:04,49.8175,15.473,,3.0
452.0,Qatar,0.0,2020-03-18 19:14:29,25.3548,51.1839,,4.0
448.0,Portugal,2.0,2020-03-18 12:33:02,39.3999,-8.2245,,3.0
433.0,Israel,0.0,2020-03-18 14:33:15,31.0461,34.8516,,11.0
418.0,Greece,5.0,2020-03-18 16:59:34,39.0742,21.8243,,8.0
372.0,Brazil,3.0,2020-03-18 19:14:29,-14.235,-51.9253,,2.0
361.0,China,3.0,2020-03-18 05:53:25,31.202,121.4491,Shanghai,326.0
336.0,Finland,0.0,2020-03-18 13:13:13,61.9241,25.7482,,10.0
318.0,China,6.0,2020-03-13 11:09:03,38.0428,114.5149,Hebei,310.0
314.0,US,7.0,2020-03-18 19:14:34,27.7663,-81.6868,Florida,0.0
313.0,Singapore,0.0,2020-03-18 13:33:12,1.3521,103.8198,,114.0
299.0,Pakistan,0.0,2020-03-18 19:14:29,30.3753,69.3451,,2.0
296.0,China,1.0,2020-03-11 02:18:14,26.0789,117.9874,Fujian,295.0
292.0,Ireland,2.0,2020-03-18 03:13:12,53.1424,-7.6921,,5.0
275.0,Slovenia,1.0,2020-03-17 16:53:04,46.1512,14.9955,,0.0
267.0,Australia,5.0,2020-03-18 12:13:09,-33.8688,151.2093,New South Wales,4.0
267.0,US,3.0,2020-03-18 14:13:56,40.2989,-74.521,New Jersey,0.0
260.0,Romania,0.0,2020-03-18 16:59:34,45.9432,24.9668,,19.0
258.0,Estonia,0.0,2020-03-18 10:33:04,58.5953,25.0136,,1.0
257.0,US,4.0,2020-03-18 19:33:03,31.1695,-91.8678,Louisiana,0.0
256.0,Bahrain,1.0,2020-03-18 12:33:02,26.0667,50.5577,,88.0
253.0,China,2.0,2020-03-18 00:33:02,23.8298,108.7881,Guangxi,250.0
251.0,Poland,5.0,2020-03-18 13:33:12,51.9194,19.1451,,13.0
250.0,Iceland,1.0,2020-03-18 12:33:02,64.9631,-19.0208,,5.0
246.0,China,3.0,2020-03-18 03:53:02,35.1917,108.8701,Shaanxi,237.0
238.0,Chile,0.0,2020-03-18 13:33:12,-35.6751,-71.543,,0.0
227.0,Indonesia,19.0,2020-03-18 10:53:02,-0.7893,113.9213,,11.0
221.0,Canada,1.0,2020-03-18 17:33:06,51.2538,-85.3232,Ontario,5.0
218.0,US,0.0,2020-03-18 14:13:56,42.2302,-71.5301,Massachusetts,0.0
212.0,Thailand,1.0,2020-03-18 10:53:02,15.87,100.9925,,42.0
203.0,Luxembourg,2.0,2020-03-18 10:53:02,49.8153,6.1296,,0.0
202.0,Philippines,19.0,2020-03-18 10:53:02,12.8797,121.774,,5.0
199.0,US,3.0,2020-03-18 19:14:34,33.0406,-83.6431,Georgia,0.0
196.0,Egypt,6.0,2020-03-18 03:13:14,26.8206,30.8025,,32.0
186.0,Canada,7.0,2020-03-18 03:33:03,53.7267,-127.6476,British Columbia,4.0
184.0,US,2.0,2020-03-18 15:53:09,39.0598,-105.3111,Colorado,0.0
181.0,China,4.0,2020-03-18 09:33:05,22.3,114.2,Hong Kong,92.0
176.0,China,2.0,2020-03-16 23:53:02,24.974,101.487,Yunnan,172.0
173.0,US,3.0,2020-03-18 19:53:03,31.0545,-97.5635,Texas,0.0
171.0,Saudi Arabia,0.0,2020-03-17 17:53:03,23.8859,45.0792,,6.0
168.0,China,6.0,2020-03-16 14:38:45,19.1959,109.7453,Hainan,161.0
164.0,Iraq,12.0,2020-03-18 12:33:02,33.2232,43.6793,,43.0
162.0,US,1.0,2020-03-18 19:14:34,40.3495,-88.9861,Illinois,0.0
156.0,India,3.0,2020-03-18 13:33:12,20.5937,78.9629,,14.0
152.0,US,0.0,2020-03-18 19:14:34,40.5908,-77.2098,Pennsylvania,0.0
147.0,Russia,0.0,2020-03-18 12:33:02,61.524,105.3188,,8.0
146.0,China,2.0,2020-03-18 01:53:03,26.8154,106.8748,Guizhou,144.0
145.0,Peru,0.0,2020-03-18 16:59:34,-9.19,-75.0152,,1.0
142.0,Kuwait,0.0,2020-03-18 10:53:02,29.3117,47.4818,,15.0
136.0,China,3.0,2020-03-15 18:20:18,39.3054,117.323,Tianjin,133.0
133.0,China,2.0,2020-03-15 18:20:18,36.0611,103.8343,Gansu,91.0
133.0,China,0.0,2020-03-13 11:09:03,37.5777,112.2922,Shanxi,133.0
133.0,Lebanon,3.0,2020-03-18 10:53:02,33.8547,35.8623,,3.0
125.0,China,1.0,2020-03-18 02:13:06,41.2956,122.6085,Liaoning,122.0
121.0,Australia,0.0,2020-03-18 12:13:09,-37.8136,144.9631,Victoria,8.0
119.0,San Marino,11.0,2020-03-18 02:53:03,43.9424,12.4578,,4.0
116.0,South Africa,0.0,2020-03-18 10:53:02,-30.5595,22.9375,,0.0
113.0,United Arab Emirates,0.0,2020-03-18 02:33:06,23.4241,53.8478,,26.0
111.0,Ecuador,2.0,2020-03-18 03:13:19,-1.8312,-78.1834,,0.0
105.0,Slovakia,1.0,2020-03-18 14:13:14,48.669,19.699,,0.0
100.0,Taiwan*,1.0,2020-03-18 07:13:12,23.7,121.0,,22.0
98.0,Turkey,1.0,2020-03-18 02:33:06,38.9637,35.2433,,0.0
97.0,Canada,0.0,2020-03-18 03:33:03,53.9333,-116.5765,Alberta,0.0
94.0,Australia,0.0,2020-03-18 11:53:04,-28.0167,153.4,Queensland,8.0
94.0,Canada,0.0,2020-03-18 17:53:03,52.9399,-73.5491,Quebec,0.0
93.0,China,1.0,2020-03-16 00:22:10,43.6661,126.1923,Jilin,92.0
93.0,Colombia,0.0,2020-03-18 14:53:05,4.5709,-74.2973,,1.0
93.0,Mexico,0.0,2020-03-18 10:53:02,23.6345,-102.5528,,4.0
92.0,Bulgaria,2.0,2020-03-18 15:33:15,42.7339,25.4858,,0.0
92.0,US,0.0,2020-03-18 19:14:34,44.2685,-89.6165,Wisconsin,0.0
86.0,Panama,1.0,2020-03-18 10:53:02,8.538,-80.7821,,0.0
86.0,US,0.0,2020-03-18 19:14:34,40.3888,-82.7649,Ohio,0.0
85.0,US,0.0,2020-03-18 19:14:34,39.0639,-76.8021,Maryland,0.0
84.0,Armenia,0.0,2020-03-18 10:53:02,40.0691,45.0382,,1.0
83.0,Serbia,0.0,2020-03-18 10:53:02,44.0165,21.0059,,1.0
83.0,US,0.0,2020-03-18 19:14:34,43.3266,-84.5361,Michigan,0.0
81.0,Croatia,0.0,2020-03-18 11:13:43,45.1,15.2,,4.0
79.0,Argentina,2.0,2020-03-18 03:33:03,-38.4161,-63.6167,,3.0
79.0,US,0.0,2020-03-18 19:14:34,35.7478,-86.6923,Tennessee,0.0
77.0,US,0.0,2020-03-18 19:14:34,45.6945,-93.9002,Minnesota,0.0
77.0,US,2.0,2020-03-18 19:53:03,37.7693,-78.17,Virginia,0.0
76.0,China,3.0,2020-03-11 02:18:14,41.1129,85.2401,Xinjiang,73.0
75.0,China,1.0,2020-03-16 14:38:45,44.0935,113.9448,Inner Mongolia,73.0
75.0,China,0.0,2020-03-16 14:38:45,37.2692,106.1655,Ningxia,75.0
75.0,Vietnam,0.0,2020-03-18 15:33:15,14.0583,108.2772,,16.0
74.0,Algeria,7.0,2020-03-18 19:53:03,28.0339,1.6596,,12.0
71.0,Latvia,0.0,2020-03-18 11:13:43,56.8796,24.6032,,1.0
70.0,US,0.0,2020-03-18 19:14:34,35.6301,-79.8064,North Carolina,0.0
68.0,Brunei,0.0,2020-03-18 11:13:43,4.5353,114.7277,,0.0
68.0,US,0.0,2020-03-17 23:13:10,41.5978,-72.7554,Connecticut,0.0
68.0,US,2.0,2020-03-18 13:53:03,44.572,-122.0709,Oregon,0.0
59.0,Albania,2.0,2020-03-18 12:33:03,41.1533,20.1683,,0.0
58.0,Denmark,0.0,2020-03-18 16:59:35,61.8926,-6.9118,Faroe Islands,0.0
58.0,Hungary,1.0,2020-03-18 11:13:43,47.1625,19.5033,,2.0
55.0,US,1.0,2020-03-18 19:14:34,38.3135,-117.0554,Nevada,0.0
52.0,Jordan,0.0,2020-03-18 14:53:05,30.5852,36.2384,,1.0
51.0,Belarus,0.0,2020-03-18 11:33:04,53.7098,27.9534,,5.0
51.0,Sri Lanka,0.0,2020-03-18 13:13:13,7.8731,80.7718,,1.0
51.0,US,0.0,2020-03-17 20:53:02,40.15,-111.8624,Utah,0.0
50.0,Costa Rica,0.0,2020-03-18 03:33:03,9.7489,-83.7534,,0.0
50.0,Uruguay,0.0,2020-03-18 11:33:04,-32.5228,-55.7658,,0.0
49.0,Cyprus,0.0,2020-03-18 03:13:19,35.1264,33.4299,,0.0
49.0,Morocco,2.0,2020-03-18 11:33:04,31.7917,-7.0926,,1.0
47.0,US,0.0,2020-03-16 16:53:06,35.4437,139.638,Diamond Princess,0.0
47.0,US,1.0,2020-03-17 23:13:10,33.8569,-80.945,South Carolina,0.0
46.0,US,0.0,2020-03-18 19:33:03,32.3182,-86.9023,Alabama,0.0
42.0,US,0.0,2020-03-18 19:33:03,44.6939,-69.3819,Maine,0.0
39.0,Andorra,0.0,2020-03-17 20:53:02,42.5063,1.5218,,1.0
39.0,Oman,0.0,2020-03-18 19:33:02,21.4735,55.9754,,12.0
39.0,US,2.0,2020-03-18 19:33:03,39.8494,-86.2583,Indiana,0.0
38.0,Bosnia and Herzegovina,0.0,2020-03-18 12:13:09,43.9159,17.6791,,2.0
38.0,Georgia,0.0,2020-03-18 11:33:04,42.3154,43.3569,,1.0
38.0,Malta,0.0,2020-03-17 15:53:12,35.9375,14.3754,,2.0
37.0,Australia,0.0,2020-03-18 11:53:04,-34.9285,138.6007,South Australia,3.0
36.0,Venezuela,0.0,2020-03-18 11:33:04,6.4238,-66.5897,,0.0
35.0,Australia,1.0,2020-03-18 12:13:10,-31.9505,115.8605,Western Australia,0.0
35.0,Cambodia,0.0,2020-03-18 11:33:04,12.5657,104.991,,1.0
35.0,Kazakhstan,0.0,2020-03-18 11:33:04,48.0196,66.9237,,0.0
35.0,North Macedonia,0.0,2020-03-18 12:33:03,41.6086,21.7453,,1.0
34.0,US,0.0,2020-03-18 19:33:03,32.7416,-89.6787,Mississippi,0.0
33.0,US,0.0,2020-03-18 19:33:03,34.9697,-92.3731,Arkansas,0.0
33.0,US,0.0,2020-03-18 19:33:03,41.6809,-71.5118,Rhode Island,0.0
31.0,Senegal,0.0,2020-03-18 11:33:04,14.4974,-14.4524,,2.0
